NOUN	NOUN FREQ	NUMBER OF SYLLABLES IN THE BASE	PREFIX	THEME SHARED WITH THE BASE VERB (with v1|v2)	NOUN SUFFIX (wrt v1|v2 or a|v1 etc.)	RETROGRADE	PARENT noun	how parent noun derived from its parent	PARENT adjective	how parent adjective derived from its parent	PARENT other pos	how parent word(other pos) derived from its parent	PARENT verb1	how parent verb1 derived from its parent	v1 theme	v1 aspect	v1 conjug class	v1 has a suffixed aspect counterpart	PARENT verb2 = v1's suffixed counterpart	how parent verb2 derived from its parent	v2 theme	v2 aspect	v2 conjug class	NOUN ALSO AS NNI.*
propachtovatel	12	4	yes1	ova	tel	letavothcaporp							propachtovat	deVpref	ova	per	3	no	NA					no
pronásledovatel	376	5	yes1	ova	tel	letavodelsánorp							pronásledovat	deVpref	ova	imp	3	no	NA					no
pronajímatel	264	4	yes1	a	tel	letamíjanorp							pronajímat	deVsecimp	a	imp	5	yes	no					no
proměnitel	1	3	yes1	i	tel	letiněmorp							proměnit	deVpref	i	per	4	yes	no					no
pranýřovatel	1	4	no	ova	tel	letavořýnarp							pranýřovat	deNloan	ova	imp	3	no	NA					no
poživatel	18	3	yes1	va	tel	letavižop							požívat	deVsecimp	va	imp	5	yes	no					no
pozorovatel	1826	4	yes1	ova	tel	letavorozop							pozorovat	deNaction	ova	imp	3	no	NA					no
povzbuzovatel	4	4	yes2	ova	tel	letavozubzvop							povzbuzovat	deVsecimp	ova	imp	3	yes	no					no
poučovatel	2	4	yes1	ova	tel	letavočuop							poučovat	deVsecimp	ova	imp	3	yes	no					no
potlačovatel	6	4	yes1	ova	tel	letavočaltop							potlačovat	deVsecimp	ova	imp	3	yes	no					no
potěšitel	1	3	yes1	i	tel	letišětop							potěšit	deVpref	i	per	4	yes	no					no
poškozovatel	1	4	yes1	ova	tel	letavozokšop							poškozovat	deVsecimp	ova	imp	3	yes	no					no
posvěcovatel	1	4	yes1	ova	tel	letavocěvsop							posvěcovat	deVsecimp	ova	imp	3	yes	no					no
posuzovatel	89	4	yes1	ova	tel	letavozusop							posuzovat	deVsecimp	ova	imp	3	yes	no					no
poskytovatel	1780	4	yes1	ova	tel	letavotyksop							poskytovat	deVsecimp	ova	imp	3	yes	no					no
pořizovatel	24	4	yes1	ova	tel	letavoziřop							pořizovat	deVsecimp	ova	imp	3	yes	no					no
pořadatel	2851	3	yes1	a	tel	letadařop							pořádat	deNaction	a	imp	5	no	NA					no
porušovatel	14	4	yes1	ova	tel	letavošurop							porušovat	deVsecimp	ova	imp	3	yes	no					no
porobitel	3	3	yes1	i	tel	letiborop							porobit	deVpref	i	per	4	yes	no					no
popisovatel	1	4	yes1	ova	tel	letavosipop							popisovat	deVsecimp	ova	imp	3	yes	no					no
pokušitel	28	3	yes1	i	tel	letišukop							pokusit	deVpref	i	per	4	yes	no					no
pokračovatel	278	4	yes1	ova	tel	letavočarkop							pokračovat	deVsecimp	ova	imp	3	yes	no					no
pokořitel	33	3	yes1	i	tel	letiřokop							pokořit	deVpref	i	per	4	yes	no					no
pojmenovatel	1	4	yes1	ova	tel	letavonemjop							pojmenovat	deVpref	ova	per	3	yes	no					no
pojišťovatel	1	4	yes1	ova	tel	letavoťšijop							pojišťovat	deVsecimp	ova	imp	3	yes	no					no
pojistitel	62	3	yes1	i	tel	letitsijop							pojistit	deVpref	i	per	4	yes	no					no
podrobitel	2	3	yes1	i	tel	letibordop							podrobit	deVpref	i	per	4	yes	no					no
podporovatel	160	4	yes1	ova	tel	letavoropdop							podporovat	deVsecimp	ova	imp	3	yes	no					no
podpisovatel	3	4	yes1	ova	tel	letavosipdop							podpisovat	deVsecimp	ova	imp	3	yes	no					no
podnikatel	6024	3	yes1	a	tel	letakindop							podnikat	deVpref	a	imp	5	yes	no					no
podněcovatel	17	4	yes1	ova	tel	letavocěndop							podněcovat	deVsecimp	ova	imp	3	yes	no					no
podmanitel	2	3	yes1	i	tel	letinamdop							podmanit	deVpref	i	per	4	yes	no					no
podavatel	16	3	yes1	va	tel	letavadop							podávat	deVsecimp	va	imp	5	yes	no					no
podatel	6	2	yes1	a	tel	letadop							podat	deVpref	a	per	5	yes	no					no
pobiratel	7	3	yes1	a	tel	letaribop							pobírat	deVsecimp	a	imp	5	yes	no					no
plundrovatel	1	3	no	ova	tel	letavordnulp							plundrovat	deNloan	ova	imp	3	no	NA					no
ploditel	2	2	no	i	tel	letidolp							plodit	deNaction	i	imp	4	no	NA					no
plnitel	4	2	no	i	tel	letinlp							plnit	deAaction	i	imp	4	no	NA					no
plenitel	5	2	no	i	tel	letinelp							plenit	deNaction	i	imp	4	no	NA					no
pěstovatel	4	3	no	ova	tel	letavotsěp							pěstovat	UNMOT	ova	imp	3	no	NA					no
pěstitel	853	2	no	i	tel	letitsěp							pěstit	UNMOT	i	imp	4	no	NA					no
pečovatel	108	3	no	ova	tel	letavočep							pečovat	deNaction	ova	imp	3	no	NA					no
pachatel	3331	2	no	a	tel	letahcap							páchat	UNMOT	a	imp	1#5	no	NA					no
padělatel	109	3	yes1	a	tel	letalědap							padělat	deVpref	a	per	5	no	NA					no
pábitel	30	2	no	i	tel	letibáp							pábit	UNMOT	i	imp	4	no	NA					no
oživovatel	1	4	yes1	ova	tel	letavovižo							oživovat	deVsecimp	ova	imp	3	yes	no					no
ožebračovatel	1	5	yes1	ova	tel	letavočarbežo							ožebračovat	deVsecimp	ova	imp	3	yes	no					no
označovatel	3	4	yes1	ova	tel	letavočanzo							označovat	deVsecimp	ova	imp	3	yes	no					no
ovlivňovatel	5	4	yes1	ova	tel	letavoňvilvo							ovlivňovat	deVsecimp	ova	imp	3	yes	no					no
ovladatel	1	3	yes1	a	tel	letadalvo							ovládat	deVsecimp	a	imp	5	yes	no					no
ověřovatel	50	4	yes1	ova	tel	letavořěvo							ověřovat	deVsecimp	ova	imp	3	yes	no					no
ošetřovatel	589	4	yes1	ova	tel	letavořtešo							ošetřovat	deVsecimp	ova	imp	3	yes	no					no
osvojovatel	1	4	yes1	ova	tel	letavojovso							osvojovat	deVsecimp	ova	imp	3	yes	no					no
osvojitel	32	3	yes1	i	tel	letijovso							osvojit	deZ	i	per	4	yes	no					no
osvoboditel	160	4	yes1	i	tel	letidobovso							osvobodit	deNaction	i	per	4	yes	no					no
osvěžovatel	1	4	yes1	ova	tel	letavožěvso							osvěžovat	deVsecimp	ova	imp	3	yes	no					no
ospravedlnitel	1	5	yes1	i	tel	letinldevarpso							ospravedlnit	deAaction	i	per	4	yes	no					no
osnovatel	10	3	yes1	ova	tel	letavonso							osnovat	deVpref	ova	imp	3	no	NA					no
oslavovatel	2	4	yes1	ova	tel	letavovalso							oslavovat	deVsecimp	ova	imp	3	yes	no					no
opravovatel	2	4	yes1	ova	tel	letavovarpo							opravovat	deVsecimp	ova	imp	3	yes	no					no
opovrhovatel	1	5	yes2	ova	tel	letavohrvopo							opovrhovat	deVsecimp	ova	imp	3	yes	no					no
oplodňovatel	1	4	yes1	ova	tel	letavoňdolpo							oplodňovat	deVsecimp	ova	imp	3	yes	no					no
opisovatel	1	4	yes1	ova	tel	letavosipo							opisovat	deVsecimp	ova	imp	3	yes	no					no
opěvovatel	3	4	yes1	ova	tel	letavověpo							opěvovat	deVpref	ova	imp	3	no	NA					no
opatrovatel	12	4	yes1	ova	tel	letavortapo							opatrovat	deVsecimp	ova	imp	3	yes	no					no
ochranitel	9	3	yes1	i	tel	letinarhco							ochránit	deVpref	i	per	4	yes	no					no
ohlašovatel	9	4	yes1	ova	tel	letavošalho							ohlašovat	deVsecimp	ova	imp	3	yes	no					no
odvolatel	14	3	yes1	a	tel	letalovdo							odvolat	deVpref	a	per	5	yes	no					no
odplatitel	1	3	yes1	i	tel	letitalpdo							odplatit	deVpref	i	per	4	yes	no					no
odhalovatel	2	4	yes1	ova	tel	letavolahdo							odhalovat	deVsecimp	ova	imp	3	yes	no					no
odesílatel	205	4	yes1	a	tel	letalísedo							odesílat	deVsecimp	a	imp	5	yes	no					no
odesilatel	58	4	yes1	a	tel	letalisedo							odesílat	deVsecimp	a	imp	5	yes	no					no
odběratel	897	3	yes1	a	tel	letarěbdo							odbírat	deVsecimp	a	imp	5	yes	no					no
očišťovatel	1	4	yes1	ova	tel	letavoťšičo							očišťovat	deVsecimp	ova	imp	3	yes	no					no
oceňovatel	1	4	yes1	ova	tel	letavoňeco							oceňovat	deVsecimp	ova	imp	3	yes	no					no
obyvatel	15854	3	yes1	va	tel	letavybo							obývat	deVpref	va	imp	5	no	NA					no
obšťastňovatel	1	4	yes1	ova	tel	letavoňtsaťšbo							obšťastňovat	deVsecimp	ova	imp	3	yes	no					no
obstaravatel	6	4	yes1	ava<áva	tel	letavaratsbo							obstarávat	deVsecimp	áva	imp	5	yes	no					no
obsluhovatel	6	4	yes1	ova	tel	letavohulsbo							obsluhovat	deVsecimp	ova	imp	3	yes	no					no
obrozovatel	2	4	yes1	ova	tel	letavozorbo							obrozovat	deVsecimp	ova	imp	3	yes	no					no
obroditel	4	3	yes1	i	tel	letidorbo							obrodit	deVpref	i	per	4	yes	no					no
obnovovatel	1	4	yes1	ova	tel	letavovonbo							obnovovat	deVsecimp	ova	imp	3	yes	no					no
obnovitel	29	3	yes1	i	tel	letivonbo							obnovit	deAaction	i	per	4	yes	no					no
obléhatel	27	3	yes1	a	tel	letahélbo							obléhat	deVsecimp	a	imp	5	no	NA					no
oblehatel	3	3	yes1	a	tel	letahelbo							obléhat	deVsecimp	a	imp	5	no	NA					no
objevovatel	3	4	yes1	ova	tel	letavovejbo							objevovat	deVsecimp	ova	imp	3	yes	no					no
objevitel	442	3	yes1	i	tel	letivejbo							objevit	deVpref	i	per	4	yes	no					no
objednavatel	93	4	yes1	ava<áva	tel	letavandejbo							objednávat	deVsecimp	áva	imp	5	yes	no					no
objednatel	286	3	yes1	a	tel	letandejbo							objednat	deVpref	a	per	5	yes	no					no
obhospodařovatel	5	6	yes1	ova	tel	letavořadopsohbo							obhospodařovat	deVsecimp	ova	imp	3	yes	no					no
obhajovatel	2	4	yes1	ova	tel	letavojahbo							obhajovat	deVsecimp	ova	imp	3	yes	no					no
obdivovatel	528	4	yes1	ova	tel	letavovidbo							obdivovat	deNaction	ova	imp	3	no	NA					no
obdělávatel	1	4	yes1	áva	tel	letaválědbo							obdělávat	deVsecimp	áva	imp	5	yes	no					no
nositel	2157	2	no	i	tel	letison							nosit	UNMOT	i	imp	4	yes (det)	no					no
ničitel	93	2	no	i	tel	letičin							ničit	deZ	i	imp	4	no	NA					no
navrhovatel	194	4	yes1	ova	tel	letavohrvan							navrhovat	deVsecimp	ova	imp	3	yes	no					no
navazovatel	1	4	yes1	ova	tel	letavozavan							navazovat	deVsecimp	ova	imp	3	yes	no					no
nastražitel	1	3	yes1	i	tel	letižartsan							nastražit	deVpref	i	per	4	yes	no					no
násobitel	11	3	yes1	i	tel	letibosán							násobit	deZ	i	imp	4	no	NA					no
následovatel	5	4	yes1	ova	tel	letavodelsán							následovat	deVpref	ova	imp	3	no	NA					no
narušovatel	1	4	yes1	ova	tel	letavošuran							narušovat	deVsecimp	ova	imp	3	yes	no					no
narušitel	91	3	yes1	i	tel	letišuran							narušit	deVpref	i	per	4	yes	no					no
napravovatel	3	4	yes1	ova	tel	letavovarpan							napravovat	deVsecimp	ova	imp	3	yes	no					no
napravitel	1	3	yes1	i	tel	letivarpan							napravit	deVpref	i	per	4	yes	no					no
napodobovatel	4	5	yes2	ova	tel	letavobodopan							napodobovat	deVsecimp	ova	imp	3	yes	no					no
napodobitel	26	4	yes2	i	tel	letibodopan							napodobit	deVpref	i	per	4	yes	no					no
naplňovatel	1	4	yes1	ova	tel	letavoňlpan							naplňovat	deVsecimp	ova	imp	3	yes	no					no
nakladatel	1085	3	yes1	a	tel	letadalkan							nakládat	deVsecimp	a	imp	5	yes	no					no
najímatel	5	3	yes1	a	tel	letamíjan							najímat	deVsecimp	a	imp	5	yes	no					no
nadržovatel	1	4	yes1	ova	tel	letavožrdan							nadržovat	deVsecimp	ova	imp	3	yes	no					no
nabyvatel	76	3	yes1	va	tel	letavyban							nabývat	deVsecimp	va	imp	5	yes	no					no
myslitel	650	2	no	i	tel	letilsym							myslit	deNaction	i	imp	4	no	NA					no
mučitel	74	2	no	i	tel	letičum							mučit	deNaction	i	imp	4	no	NA					no
mstitel	143	1	no	i<í	tel	letitsm							mstít	deNaction	í	imp	4	no	NA					no
množitel	11	2	no	i	tel	letižonm							množit	deAaction	i	imp	4	no	NA					no
majitel	14777	2	no	x	tel	letijam							mít	UNMOT	0	imp	5	no	NA					no
mírnitel	1	2	no	i	tel	letinrím							mírnit	deAaction	i	imp	4	no	NA					no
mapovatel	9	3	no	ova	tel	letavopam							mapovat	deNloan	ova	imp	3	no	NA					no
luštitel	18	2	no	i	tel	letitšul							luštit	UNMOT	i	imp	4	no	NA					no
líčitel	1	2	no	i	tel	letičíl							líčit	deNaction	i	imp	4	no	NA					no
léčitel	425	2	no	i	tel	letičél							léčit	deNaction	i	imp	4	no	NA					no
křtitel	2	1	no	i<í	tel	letitřk							křtít	UNMOT	í	imp	4	no	NA					no
křísitel	3	2	no	i	tel	letisířk							křísit	UNMOT	i	imp	4	no	NA					no
krotitel	104	2	no	i	tel	letitork							krotit	UNMOT	i	imp	4	no	NA					no
konejšitel	1	3	no	i	tel	letišjenok							konejšit	UNMOT	i	imp	4	no	NA					no
konatel	6	2	no	a	tel	letanok							konat	UNMOT	a	imp	5	no	NA					no
klamatel	1	2	no	a	tel	letamalk							klamat	UNMOT	a	imp	1	no	NA					no
kazatel	612	2	no	a	tel	letazak							kázat	UNMOT	a	imp	1#5	no	NA					no
karatel	9	2	no	a	tel	letarak							kárat	UNMOT	a	imp	5	no	NA					no
jednatel	1067	2	no	a	tel	letandej							jednat	UNMOT	a	imp	5	no	NA					no
chovatel	1790	2	no	a	tel	letavohc							chovat	UNMOT	a	imp	5	no	NA					no
chlácholitel	5	3	no	i	tel	letilohcálhc							chlácholit	UNMOT	i	imp	4	no	NA					no
hybatel	178	2	no	a	tel	letabyh							hýbat	UNMOT	a	imp	1#5	yes	no					no
hubitel	11	2	no	i	tel	letibuh							hubit	UNMOT	i	imp	4	no	NA					no
hostitel	1315	2	no	i	tel	letitsoh							hostit	deNaction	i	imp	4	no	NA					no
hodnotitel	221	3	no	i	tel	letitondoh							hodnotit	deNaction	i	imp	4	no	NA					no
hlasatel	526	2	no	a	tel	letasalh							hlásat	deNaction	a	imp	5	no	NA					no
hanobitel	11	3	no	i	tel	letibonah							hanobit	deAaction	i	imp	4	no	NA					no
hanitel	1	2	no	i	tel	letinah							hanit	deNaction	i	imp	4	no	NA					no
financovatel	1	4	no	ova	tel	letavocnanif							financovat	deNloan	ova	imp	3	no	NA					no
falšovatel	2	3	no	ova	tel	letavošlaf							falšovat	deNloan	ova	imp	3	no	NA					no
dusitel	1	2	no	i	tel	letisud							dusit	UNMOT	i	imp	4	no	NA					no
držitel	1446	2	no	i<e	tel	letižrd							držet	UNMOT	e	imp	4	no	NA					no
dražitel	58	2	no	i	tel	letižard							dražit	deAaction	i	imp	4	no	NA					no
dovršitel	5	3	yes1	i	tel	letišrvod							dovršit	deVpref	i	per	4	yes	no					no
dovolatel	18	3	yes1	a	tel	letalovod							dovolat	deVpref	a	per	5	yes	no					no
dotazovatel	11	4	yes1	ova	tel	letavozatod							dotazovat	deVsecimp	ova	imp	3	yes	no					no
dostavitel	1	3	yes1	i	tel	letivatsod							dostavit	deVpref	i	per	4	yes	no					no
doručovatel	114	4	yes1	ova	tel	letavočurod							doručovat	deVsecimp	ova	imp	3	yes	no					no
doručitel	51	3	yes1	i	tel	letičurod							doručit	deVpref	i	per	4	yes	no					no
doporučovatel	1	5	yes2	ova	tel	letavočuropod							doporučovat	deVsecimp	ova	imp	3	yes	no					no
doporučitel	1	4	yes2	i	tel	letičuropod							doporučit	deVpref	i	per	4	yes	no					no
dopisovatel	158	4	yes1	ova	tel	letavosipod							dopisovat	deVsecimp	ova	imp	3	yes	no					no
donucovatel	1	4	yes1	ova	tel	letavocunod							donucovat	deVsecimp	ova	imp	3	yes	no					no
dohlížitel	92	3	yes1	i<e	tel	letižílhod							dohlížet	deVpref	e	imp	4	yes	no					no
dohližitel	4	3	yes1	i<e	tel	letižilhod							dohlížet	deVpref	e	imp	4	yes	no					no
dodavatel	5024	3	yes1	va	tel	letavadod							dodávat	deVsecimp	va	imp	5	yes	no					no
dodatel	1	2	yes1	a	tel	letadod							dodat	deVpref	a	per	5	yes	no					no
dobyvatel	356	3	yes1	va	tel	letavybod							dobývat	deVsecimp	va	imp	5	yes	no					no
čekatel	144	2	no	a	tel	letakeč							čekat	UNMOT	a	imp	5	no	NA					no
cvičitel	210	2	no	i	tel	letičivc							cvičit	UNMOT	i	imp	4	no	NA					no
ctitel	379	1	no	i<í	tel	letitc							ctít	deNaction	í	imp	4	no	NA					no
cestovatel	1255	3	no	ova	tel	letavotsec							cestovat	deNaction	ova	imp	3	no	NA					no
budovatel	112	3	no	ova	tel	letavodub							budovat	deNaction	ova	imp	3	no	NA					no
buditel	69	2	no	i	tel	letidub							budit	UNMOT	i	imp	4	no	NA					no
bořitel	18	2	no	i	tel	letiřob							bořit	UNMOT	i	imp	4	no	NA					no
badatel	1662	2	no	a	tel	letadab							bádat	UNMOT	a	imp	5	no	NA					no
zlatník	239	1	no	x	ník	kíntalz	zlato	UNMOT	zlatý	deNother			zlatit	deAaction	i	imp	4	no	NA					no
závozník	69	2	yes1	x	ník	kínzováz	závoz	deVaction					zavézt	deVpref	0	per	1	yes	zavážet	deVsecimp	e	imp	4	no
tlumočník	836	2	no	x	ník	kínčomult							tlumočit	UNMOT	i	imp	4	no	NA					no
strávník	216	1	yes1	x	ník	kínvárts	strava	UNMOT					stravovat	deNaction	ova	imp	3	no	NA					no
stolovník	56	2	no	ov	ník	kínvolots							stolovat	deNaction	ova	imp	3	no	NA					no
soustružník	57	2	yes1	x	ník	kínžurtsuos	soustruh	deVother					soustružit	deNaction	i	imp	4	no	NA					no
souložník	4	2	yes1	x	ník	kínžoluos	soulož	deVaction					souložit	deNaction	i	imp	4	no	NA					no
přívozník	5	2	yes1	x	ník	kínzovířp	přívoz	deVaction					přivézt	deVpref	0	per	1	yes	přivážet	deVsecimp	e	imp	4	no
průkopník	750	2	yes1	x	ník	kínpokůrp	průkop	deVaction					prokopat	deVsecimp	a	per	1#5	yes	prokopnout	deVpref	nou	per	2	no
pochodník	4	2	yes1	x	ník	kíndohcop	pochod	deVaction					pochodovat	deVsecimp	ova	imp	3	yes	pochodit	deVpref	i	per	4	no
panovník	1417	2	no	ov	ník	kínvonap							panovat	deNaction	ova	imp	3	no	NA					no
orodovník	1	3	no	ov	ník	kínvodoro							orodovat	LOAN	ova	imp	3	no	NA					no
opatrovník	171	3	yes1	x	ník	kínvortapo							opatrovat	deVsecimp	ova	imp	3	yes	no					no
odkazovník	33	3	yes1	x	ník	kínvozakdo							odkazovat	deVsecimp	ova	imp	3	yes	no					no
následovník	584	3	yes1	x	ník	kínvodelsán							následovat	deVpref	ova	imp	3	no	NA					no
milovník	2515	2	no	ov	ník	kínvolim							milovat	deAaction	ova	imp	3	no	NA					no
lyžník	22	1	no	x	ník	kínžyl	lyže	UNMOT					lyžovat	deNaction	ova	imp	3	no	NA					no
hodovník	19	2	no	ov	ník	kínvodoh							hodovat	deNaction	ova	imp	3	no	NA					no
harcovník	67	2	no	ov	ník	kínvocrah							harcovat	LOAN	ova	imp	3	no	NA					no
drancovník	5	2	no	x	ník	kínvocnard							drancovat	UNMOT	ova	imp	3	no	NA					no
darovník	2	2	no	ov	ník	kínvorad							darovat	deNaction	ova	imp	3	no	NA					no
bojovník	2691	2	no	ov	ník	kínvojob			bojový	deNother			bojovat	deNaction	ova	imp	3	no	NA					no
zámečník	225	2	yes1	x	ník	kínčemáz	zámek	deVaction																no
zákazník	14436	2	yes1	x	ník	kínzakáz	zakázka	deVother																no
zábojník	9	2	yes1	x	ník	kínjobáz	záboj	deVaction																no
výborník	1	2	yes1	x	ník	kínrobýv	výbor	deVaction																no
přeborník	177	2	yes1	x	ník	kínrobeřp	přebor	deVaction																no
provazník	8	2	yes1	x	ník	kínzavorp	provaz	UNMOT																no
povozník	33	2	yes1	x	ník	kínzovop	povoz	deVaction																no
čtyřicátník	276	3	no	x	ník	kíntáciřytč			čtyřicátý	deC														no
desátník	266	2	no	x	ník	kíntásed			desátý	deC														no
dvacátník	34	2	no	x	ník	kíntácavd			dvacátý	deC														no
setník	44	1	no	x	ník	kíntes			stý	deC	sto /C/	UNMOT												no
trhovník	1	2	no	x	ník	kínvohrt			trhový	deNother														no
ďábelník	1	2	no	x	ník	kínlebáď	ďábel	UNMOT																no
kolomazník	1	3	no	x	ník	kínzamolok	kolomaz	COMPOUND																no
sekyrník	1	2	no	x	ník	kínrykes	sekyra	UNMOT																no
sadovník	2	2	no	x	ník	kínvodas			sadový	deNother														no
kanálník	2	2	no	x	ník	kínlának	kanál	LOAN																no
kořalečník	2	3	no	x	ník	kínčelařok	kořalka	deNdimin																no
garážník	3	2	no	x	ník	kínžárag	garáž	LOAN																no
harfeník	3	2	no	x	ník	kínefrah	harfa	UNMOT																no
kartáčník	3	2	no	x	ník	kínčátrak	kartáč	UNMOT																no
korouhevník	3	3	no	x	ník	kínvehuorok	korouhev	UNMOT																no
kožišník	3	2	no	x	ník	kínšižok	kožich	deNother																no
rojník	3	1	no	x	ník	kínjor	roj	UNMOT																no
dryáčník	4	2	no	x	ník	kínčáyrd	dryák	UNMOT																no
mariášník	6	3	no	x	ník	kínšáiram	mariáš	LOAN																no
křížovník	7	2	no	x	ník	kínvožířk			křížový	deNother														no
aparátník	7	3	no	x	ník	kíntárapa	aparát	LOAN																no
boudník	8	1	no	x	ník	kínduob	bouda	UNMOT																no
lihovarník	8	3	no	x	ník	kínravohil	lihovar	COMPOUND																no
sekerník	8	2	no	x	ník	kínrekes	sekera	UNMOT																no
modloslužebník	9	4	no	x	ník	kínbežulsoldom	modloslužba	COMPOUND																no
almužník	10	2	no	x	ník	kínžumla	almužna	UNMOT																no
cukrovarník	10	3	no	x	ník	kínravorkuc	cukrovar	COMPOUND																no
hamrník	11	2	no	x	ník	kínrmah	hamr	UNMOT																no
kyrysník	11	2	no	x	ník	kínsyryk	kyrys	UNMOT																no
orlojník	11	2	no	x	ník	kínjolro	orloj	UNMOT																no
kibucník	12	2	no	x	ník	kíncubik	kibuc	LOAN																no
hadrník	13	2	no	x	ník	kínrdah	hadr	UNMOT																no
salašník	16	2	no	x	ník	kínšalas	salaš	UNMOT																no
klíčník	20	1	no	x	ník	kínčílk	klíč	UNMOT																no
kloboučník	20	2	no	x	ník	kínčuobolk	klobouk	UNMOT																no
kolchozník	20	2	no	x	ník	kínzohclok	kolchoz	LOAN																no
kurevník	20	2	no	x	ník	kínveruk	kurva	UNMOT																no
vinohradník	20	3	no	x	ník	kíndarhoniv	vinohrad	COMPOUND																no
baráčník	21	2	no	x	ník	kínčárab	barák	UNMOT																no
jeřábník	22	2	no	x	ník	kínbářej	jeřáb	UNMOT																no
kopiník	24	2	no	x	ník	kínipok	kopí	UNMOT																no
kališník	26	2	no	x	ník	kínšilak	kalich	UNMOT																no
kulometník	28	3	no	x	ník	kíntemoluk	kulomet	COMPOUND																no
vetešník	35	2	no	x	ník	kínšetev	veteš	deAother																no
rohovník	36	2	no	x	ník	kínvohor			rohový	deNother														no
hutník	45	1	no	x	ník	kíntuh	huť	UNMOT																no
sladovník	46	2	no	x	ník	kínvodals			sladový	deNother														no
jestřábník	49	2	no	x	ník	kínbářtsej	jestřáb	UNMOT	jestřábí	deNother														no
proutník	50	1	no	x	ník	kíntuorp	proutí	deNother																no
granátník	52	2	no	x	ník	kíntánarg	granát	LOAN																no
mládežník	53	2	no	x	ník	kínžedálm	mládež	deAother																no
křižovník	54	2	no	x	ník	kínvožiřk			křížový	deNother														no
pivovarník	54	3	no	x	ník	kínravovip	pivovar	COMPOUND																no
chalupník	60	2	no	x	ník	kínpulahc	chalupa	UNMOT																no
chasník	68	1	no	x	ník	kínsahc	chasa	UNMOT																no
pistolník	70	2	no	x	ník	kínlotsip	pistole	UNMOT																no
sokolník	72	2	no	x	ník	kínlokos	sokol	UNMOT	sokolí	deNother														no
mravenečník	89	3	no	x	ník	kínčenevarm	mravenec	UNMOT																no
beatník	114	1	no	x	ník	kíntaeb	beat	LOAN																no
lučištník	129	2	no	x	ník	kíntšičul	lučiště	deNother																no
klenotník	168	2	no	x	ník	kíntonelk	klenot	UNMOT																no
kormidelník	237	3	no	x	ník	kínledimrok	kormidlo	UNMOT																no
